CompNo,StasName,Latitude,Longitude,timestamp,hour,Temperature,wind_speed,WindDir,Humidity,Pressure,solar_irradiance
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,0,17.9,5.7,171,62,"1,015.10",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,1,17.2,7.3,171,59,"1,015.20",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,2,16.9,6.5,161,61,"1,015.00",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,3,17.3,6.6,169,54,"1,014.70",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,4,17,7.6,160,64,"1,015.00",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,5,16.9,8.7,167,56,"1,015.50",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,6,16.9,9.2,168,57,"1,016.10",100.68
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,7,18.2,9.7,167,46,"1,016.50",203.42
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,8,19.4,9.8,163,42,"1,016.60",411.31
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,9,20,8.3,159,44,"1,016.50",659.87
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,10,20.7,10.3,169,43,"1,016.40",809.94
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,11,22.1,10.7,175,41,"1,016.20",918.98
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,12,22.1,12.5,178,41,"1,016.10",1103.02
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,13,22.2,14.1,178,42,"1,015.50",1007.01
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,14,22,14.8,177,47,"1,015.20",967.59
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,15,22,15,175,47,"1,014.90",862.8
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,16,22.3,14.4,177,45,"1,014.50",656.09
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,17,22.3,13.5,173,44,"1,013.60",326.62
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,18,21.4,13.1,173,49,"1,013.20",110.56
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,19,20.6,12.6,174,53,"1,013.40",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,20,20.1,13,161,45,"1,013.90",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,21,18.6,14.1,155,51,"1,013.80",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,22,18.1,12.1,155,54,"1,014.00",0
213,CAPE TOWN WO,-33.96,18.6, 01-Jan-2021,23,17.7,8.3,146,54,"1,013.90",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,0,17.1,5.6,144,56,"1,013.60",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,1,15.8,4.6,156,58,"1,013.00",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,2,16,3.3,175,58,"1,012.10",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,3,16.3,3,205,55,"1,011.60",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,4,16.7,3.9,202,59,"1,011.70",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,5,17.2,5.9,190,57,"1,011.40",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,6,16.9,5.5,190,60,"1,011.50",107.83
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,7,18.4,3.8,201,49,"1,011.50",218.94
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,8,21.1,5.2,179,46,"1,011.40",432.33
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,9,23.6,5.8,184,40,"1,011.30",626.28
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,10,25.9,7.3,187,32,"1,010.90",818.43
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,11,27.1,7,166,31,"1,010.80",942.35
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,12,29,7.9,170,28,"1,010.60",1096.59
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,13,29.8,6.6,193,27,"1,010.10",1013.14
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,14,29.1,6.9,208,32,"1,009.60",956.25
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,15,29.3,7.8,203,35,"1,009.00",847.89
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,16,28.9,8.2,198,37,"1,008.70",658.21
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,17,27.8,7.7,215,41,"1,008.20",308.08
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,18,26.8,8.2,206,42,"1,007.90",107.74
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,19,23.9,7,215,53,"1,008.10",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,20,21.4,7.3,235,63,"1,008.50",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,21,21.2,6.8,229,61,"1,008.70",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,22,21.6,6.7,199,56,"1,009.00",0
213,CAPE TOWN WO,-33.96,18.6, 02-Jan-2021,23,21.2,7.2,176,58,"1,008.80",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,0,20.9,9.6,158,60,"1,008.20",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,1,20.5,10.3,161,62,"1,007.80",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,2,20.5,10.7,165,62,"1,006.90",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,3,19.8,6.2,198,65,"1,006.90",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,4,18.6,5.9,208,71,"1,006.30",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,5,18.7,5.2,217,71,"1,006.40",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,6,17.9,4,205,76,"1,007.00",108.32
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,7,20.1,4.7,224,68,"1,007.30",218.68
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,8,22.8,4.1,184,57,"1,007.50",429.16
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,9,24.7,4.5,189,52,"1,007.60",617.94
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,10,25.3,4.4,223,48,"1,007.50",827.98
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,11,27.4,5.5,225,42,"1,007.40",995.77
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,12,27.6,6.3,229,44,"1,007.50",1055.88
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,13,28.7,6.6,223,43,"1,007.10",1070.97
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,14,28.4,7.4,212,47,"1,006.70",1004.41
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,15,28.4,7.6,220,51,"1,006.10",833.94
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,16,28.7,8.4,204,48,"1,005.50",671.01
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,17,27.9,7.3,206,52,"1,004.70",316.96
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,18,25.5,7.1,223,61,"1,004.50",104
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,19,23.4,7.5,233,68,"1,004.40",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,20,22.3,7.2,236,72,"1,004.60",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,21,23,5,212,68,"1,004.90",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,22,23.6,4.8,184,67,"1,004.90",0
213,CAPE TOWN WO,-33.96,18.6, 03-Jan-2021,23,23.2,5.3,173,69,"1,004.70",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,0,21,7.4,194,74,"1,004.50",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,1,19.9,5.8,215,79,"1,004.60",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,2,19.4,4.9,220,82,"1,004.00",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,3,19,4.5,228,84,"1,003.70",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,4,18.7,4.4,225,86,"1,004.00",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,5,18.3,3.9,233,88,"1,004.10",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,6,18.3,4.8,235,88,"1,004.20",105.51
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,7,19.6,3.2,229,84,"1,004.40",222.2
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,8,22.6,3,227,73,"1,004.60",423.8
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,9,25.3,2.2,233,62,"1,004.40",612.89
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,10,28.1,1.9,243,52,"1,004.10",873.88
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,11,29,3.4,220,50,"1,003.70",943.75
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,12,29.8,4.4,217,48,"1,003.60",1091.23
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,13,29.4,5.8,202,50,"1,003.30",1087.7
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,14,29,6,204,51,"1,003.10",979.17
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,15,29.3,6.4,206,50,"1,002.80",871.79
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,16,26.4,6.8,207,60,"1,002.60",623.73
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,17,24.5,7.5,204,66,"1,002.10",307.27
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,18,23.2,9.8,194,72,"1,002.00",112.43
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,19,21.7,10.4,196,79,"1,001.80",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,20,20.4,8.6,200,85,"1,002.10",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,21,20,10,189,88,"1,002.70",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,22,20.1,9.8,185,87,"1,003.10",0
213,CAPE TOWN WO,-33.96,18.6, 04-Jan-2021,23,20.4,8.6,187,86,"1,003.40",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,0,20.6,7.3,193,85,"1,003.60",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,1,19.4,7.3,194,87,"1,003.50",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,2,19.5,7.2,188,88,"1,002.90",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,3,19.4,7.3,190,89,"1,002.80",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,4,18.8,8.2,189,91,"1,002.90",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,5,18.8,8.4,185,92,"1,003.30",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,6,19.1,9.1,185,90,"1,003.90",105.69
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,7,20.2,10.6,179,77,"1,004.40",211.87
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,8,20.5,9,183,75,"1,004.90",424.3
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,9,21.5,9.4,189,69,"1,005.70",617.54
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,10,22.6,9.3,187,65,"1,005.70",861.82
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,11,23.9,10.1,188,60,"1,005.70",946.19
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,12,24.2,10.3,186,57,"1,005.90",1124.59
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,13,24.2,11.6,189,56,"1,006.00",1060.09
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,14,24.6,11.8,185,53,"1,006.10",986.64
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,15,24.3,11.4,190,55,"1,006.20",880.58
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,16,23.5,11.6,186,58,"1,006.20",625.81
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,17,23.3,11.1,184,58,"1,006.00",318.17
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,18,22.3,11.5,191,62,"1,006.10",103.83
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,19,21.8,10.2,189,67,"1,006.60",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,20,20,9.2,188,81,"1,007.50",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,21,19.5,7.2,186,86,"1,007.80",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,22,19.2,6.4,190,88,"1,008.10",0
213,CAPE TOWN WO,-33.96,18.6, 05-Jan-2021,23,19,7.2,192,89,"1,008.40",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,0,19.3,6.8,189,85,"1,008.60",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,1,19,7.5,181,87,"1,008.60",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,2,18.6,7.6,187,87,"1,008.00",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,3,18.7,6.9,191,87,"1,007.70",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,4,18.7,6.4,192,86,"1,007.90",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,5,18.5,5.6,197,87,"1,008.50",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,6,17.9,5.1,203,90,"1,008.90",107.8
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,7,19.2,5,201,87,"1,009.40",221.52
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,8,21.1,7.3,193,67,"1,009.90",443.87
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,9,21.8,8.6,189,63,"1,010.10",620.43
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,10,22.2,8.5,190,61,"1,010.20",871.11
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,11,23.2,8.1,183,56,"1,010.20",989.69
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,12,23.9,9,187,54,"1,010.30",1050.89
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,13,24.3,9.1,189,54,"1,009.70",1048.17
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,14,24.3,9.2,191,53,"1,009.60",931.15
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,15,24.2,10,184,51,"1,009.30",904.73
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,16,23.8,10.6,186,53,"1,009.20",675.58
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,17,22.8,11,186,56,"1,008.80",321.56
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,18,22.7,10.1,186,54,"1,008.70",103.92
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,19,21.4,10.4,185,60,"1,008.90",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,20,20.1,10,189,67,"1,009.00",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,21,19.6,9.6,192,70,"1,009.00",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,22,19.5,9.1,182,71,"1,009.00",0
213,CAPE TOWN WO,-33.96,18.6, 06-Jan-2021,23,19.4,7.2,185,72,"1,008.90",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,0,19.3,6.4,193,73,"1,008.70",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,1,19.9,5.4,195,71,"1,008.10",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,2,19.9,5.9,199,72,"1,007.30",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,3,18.3,5.4,196,82,"1,006.80",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,4,19.1,4.5,201,78,"1,006.30",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,5,18.5,4.9,207,81,"1,006.50",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,6,17.3,4,232,88,"1,006.70",104.85
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,7,18.7,3.1,243,84,"1,007.00",214.27
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,8,20.7,3.2,231,74,"1,007.10",413.72
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,9,23.3,3.3,226,60,"1,007.00",681.49
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,10,25.2,3.2,213,54,"1,006.90",899.22
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,11,26,3.3,212,49,"1,006.70",930.97
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,12,26.3,3.8,218,50,"1,006.40",1113.53
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,13,25.4,5.8,213,54,"1,006.30",1113.23
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,14,24.9,8,194,55,"1,006.30",997.74
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,15,24.6,9.2,183,58,"1,006.20",894.65
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,16,23.6,10.5,185,61,"1,006.00",672.96
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,17,23.4,10.9,182,56,"1,005.90",336.31
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,18,22.4,10.3,185,57,"1,006.00",108.04
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,19,21.4,10.2,185,66,"1,006.50",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,20,20.6,9.6,187,70,"1,007.00",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,21,20.3,9.6,186,71,"1,007.80",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,22,20,8.8,184,73,"1,008.20",0
213,CAPE TOWN WO,-33.96,18.6, 07-Jan-2021,23,19.8,8.2,183,73,"1,007.90",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,0,19.7,8.1,181,73,"1,007.40",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,1,19.4,7.3,184,74,"1,007.00",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,2,19.2,7.5,185,76,"1,006.70",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,3,19.1,7.5,183,77,"1,006.50",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,4,19.1,7.4,177,76,"1,006.40",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,5,19.1,6.4,176,74,"1,006.60",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,6,19,7,176,73,"1,006.90",107.89
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,7,20.6,8,178,66,"1,007.10",217.15
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,8,22,8.6,179,59,"1,007.40",433.2
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,9,23.4,8.8,176,54,"1,007.50",654.91
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,10,24.5,8.7,183,51,"1,007.50",866.85
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,11,25.1,9.4,188,50,"1,007.20",989.51
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,12,25.2,10.1,190,48,"1,006.80",1107.16
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,13,25.5,10.1,186,47,"1,006.30",1086.53
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,14,26,10.8,184,47,"1,005.80",962.17
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,15,25,11.9,186,53,"1,005.60",909.35
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,16,24.1,12.1,185,58,"1,005.10",638.7
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,17,23.9,12.3,185,58,"1,004.60",329.75
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,18,23.2,11.5,184,61,"1,004.20",113.98
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,19,22.4,9.8,182,61,"1,004.20",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,20,21.4,7.8,193,65,"1,004.50",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,21,21.4,6.9,214,67,"1,004.40",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,22,20.8,6.2,215,70,"1,004.60",0
213,CAPE TOWN WO,-33.96,18.6, 08-Jan-2021,23,20.3,5.6,216,72,"1,004.40",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,0,19.7,5.6,210,76,"1,003.90",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,1,19,5.6,218,81,"1,003.30",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,2,18.1,5.2,233,87,"1,002.80",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,3,18,3.8,244,89,"1,002.30",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,4,17.9,4.1,247,91,"1,002.30",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,5,17.8,3.8,235,91,"1,002.90",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,6,15.8,2.3,284,90,"1,003.50",110.5
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,7,17.1,2.2,330,89,"1,004.10",215.29
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,8,20.5,1.5,271,82,"1,004.60",450.06
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,9,21.9,3.3,226,64,"1,005.50",664.84
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,10,23,3.1,301,63,"1,005.80",884.4
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,11,23.6,2.5,266,60,"1,005.80",1009.99
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,12,24.3,5.9,206,58,"1,006.00",1141.02
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,13,25.2,6.4,206,54,"1,006.20",1053.21
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,14,24.3,6.6,204,57,"1,006.30",1026.9
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,15,25.1,6.7,205,50,"1,006.40",833.88
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,16,24.8,7.1,206,49,"1,006.40",648.47
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,17,24.7,7.7,218,43,"1,006.50",343.17
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,18,24.2,7.1,199,45,"1,006.50",113.64
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,19,21.8,6.9,204,58,"1,006.90",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,20,20.3,6.9,203,68,"1,007.50",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,21,19.9,4.7,196,71,"1,008.00",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,22,19.5,2.8,145,76,"1,008.50",0
213,CAPE TOWN WO,-33.96,18.6, 09-Jan-2021,23,19.8,2.8,148,75,"1,008.90",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,0,19.5,2.7,167,81,"1,009.30",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,1,18.3,5.7,168,91,"1,009.40",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,2,18.6,6.6,161,80,"1,009.10",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,3,18.6,7.9,168,77,"1,008.80",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,4,18.1,8,164,78,"1,009.00",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,5,17.9,9.3,164,74,"1,009.20",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,6,17,9.2,168,75,"1,009.60",107.08
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,7,18.5,9.1,167,65,"1,009.80",216.77
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,8,19.8,9.7,169,59,"1,010.20",437.54
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,9,20.9,9.6,167,54,"1,010.30",673.24
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,10,21.7,9.6,169,50,"1,010.10",865.31
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,11,22.1,9.7,168,49,"1,010.10",1012.64
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,12,22.9,9.5,175,47,"1,009.70",1128.48
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,13,23.2,11.1,181,47,"1,009.40",1053.97
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,14,23.3,12,180,46,"1,009.30",1036.74
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,15,22.9,12.9,179,48,"1,008.90",918.9
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,16,22.6,12.5,179,50,"1,008.20",653.61
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,17,22.2,13.3,179,50,"1,007.90",336.21
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,18,21.3,13.1,179,50,"1,007.50",110.04
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,19,20.6,11.3,179,54,"1,007.30",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,20,19.5,10.6,186,59,"1,007.30",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,21,19.5,10.1,180,60,"1,007.20",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,22,19,10.7,164,63,"1,007.20",0
213,CAPE TOWN WO,-33.96,18.6, 10-Jan-2021,23,19,11.1,165,64,"1,006.90",0
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,0,18.8,8.9,160,66,"1,006.70",0
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,1,18.6,7.5,163,66,"1,006.20",0
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,2,17.4,5.1,163,69,"1,005.50",0
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,3,16,2.1,172,72,"1,005.10",0
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,4,17.6,2.9,221,69,"1,004.70",0
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,5,17.4,3.8,208,69,"1,004.70",0
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,6,17.9,4.5,202,73,"1,004.90",113.93
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,7,19.4,5.3,205,67,"1,005.00",216.3
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,8,21.3,5,190,58,"1,005.30",447.8
213,CAPE TOWN WO,-33.96,18.6, 11-Jan-2021,9,23,7.5,180,55,"1,005.40",679.37
